HITId,tweet,sentiment,directness,annotator_sentiment,target,group
470,He's Right... Lets kick every Alt-Right retard in da balls... Got noth'n to do with anything. \nFree Shot @URL,fearful_abusive_hateful_disrespectful_normal,indirect,shock_indifference,disability,special_needs
471,anyone that thinks this country isn't a fascist shithole should watch the live version of cops they air on weekends,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other
472,sigh finally this ching chong was everywhere in my tl,hateful_disrespectful,indirect,anger_sadness_shock_indifference_disgust,origin,individual
473,that baby gonna pop out just as retarded as her nigga,normal,indirect,anger_sadness_shock_indifference_disgust,origin,refugees
474,@user @user why did u say ching chong ping pong at me when we first met in CHINATOWN?????,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,left_wing_people
475,@user @user Tranquilo pe mongol ctmre.,hateful_normal,indirect,anger_confusion_shock_indifference_disgust,other,special_needs
476,@user Seasoned politician and business mongol Atiku Abubakar is the answer to our problems. Let's get Nigeria working again.,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,other
477,@user @user @user Until they call you a n**** and tell you to go back to your country!,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,women
478,This negro got a sample of his deposition on this album!,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,indian/hindu
479,@user Shut your face slap my ass and call me a dirty jew! IM STOKED!,offensive,indirect,anger_confusion_shock_indifference_disgust,religion,jews
480,retard @URL,fearful_offensive_hateful_disrespectful_normal,indirect,sadness_disgust,disability,special_needs
481,The way everyone's sneezing and sniffing around me I need to invest in one of those facemasks the chinaman are always wearing \ud83d\ude37,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,women
482,'Daniel O'Donnell to Bono.' Bono's fucking insufferable Robbie you twat. Why would anybody wanna aspire to be lik\u2026 @URL,offensive,indirect,anger_confusion_shock_indifference_disgust,other,individual
483,@user fucked the UK then fucked off (because I'm a twat)' @URL,abusive_offensive,indirect,anger_confusion_shock_indifference_disgust,other,other
484,Amnesty for millions of illegal aliens,normal,indirect,anger_confusion_shock_indifference_disgust,origin,refugees
485,@user I’m not racist. My mom has a good negro friend for example. Thx! #bslunch,offensive,indirect,sadness_fear,origin,women
486,Harlem shake is just an excuse to go full retard for 30 seconds.,offensive,indirect,sadness_fear,origin,special_needs
487,he's not a refugee from the middle east\nor a \shithole\ country\nhe didn't cross the US border in a \caravan\\nhe's n\u2026 @URL,offensive,indirect,sadness_fear,origin,special_needs
488,@user don't throw water at your fellow caster you lil' faggot. Be professional.,offensive,indirect,sadness_fear,sexual_orientation,individual
489,Lobatan! And WAEC can't reissue another one? This country is indeed a shithole. @URL,normal,indirect,sadness_fear,origin,individual
490,@user Unreal. Tweeted by a raghead in disguise.,fearful_abusive_offensive_disrespectful_normal,indirect,anger_confusion,origin,other
491,If there were no shithole countries there would be no \caravan\ from those countries.,fearful_offensive_disrespectful_hateful_normal,indirect,sadness_fear,origin,immigrants
492,@user Jesus thats also awful. Nah one i read was some Fellaini repping cunt being a dick. I've no love for\u2026 @URL,fearful_abusive_offensive_hateful_disrespectful,indirect,sadness_fear,gender,women
493,@user LMFAOOOO bro you faggot losers did the same thing during the minny miracle,offensive,indirect,shock_disgust,sexual_orientation,other
494,psst...@user is a faggot,normal,indirect,confusion_sadness_shock_indifference_disgust,other,other
495,wow me out side girl or guy in my dyke gf &amp;amp; enjoy your twitter and unforgettable bops ever. happy,fearful_normal,indirect,anger_confusion_sadness_indifference_disgust,other,special_needs
496,@user Jimmy you're not alone. We have some paisas including my 3 siblings from shithole countries who crossed\u2026 @URL,offensive,indirect,anger_sadness,origin,immigrants
497,@user Suck my dick and lick my ass faggot @URL,offensive,direct,anger_confusion_sadness_indifference_disgust,sexual_orientation,individual
498,@user @user Maggie Twitter tonight one would think she is lesbian or feminazi or asexual.,offensive,indirect,anger_confusion_sadness_indifference_disgust,sexual_orientation,women
499,@user @user LMAO he deleted all his other tweets that was \u201cspic\u201d related &amp; \u201cbeaner\u201d related.,offensive_normal,indirect,anger_confusion_sadness_indifference_disgust,origin,other
500,@user You’re posting statistics all the way back to 2013 and I can’t see America getting more immigrants… @URL,disrespectful_normal,indirect,anger_confusion_sadness_indifference_disgust,origin,indian/hindu
501,3rd and 1. When will the fucking coaches learn to not snap it into shot gun??? What a fucking retard #Pokes,offensive,indirect,sadness_disgust,disability,special_needs
502,@user Crazy how people get offended over words though. I could give a zero shits if someone called me a spic be\u2026 @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,hispanics
503,@user @user Why what the f*** would that retard block you then create an ultimate account to harass you? Retard,offensive,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
504,@user I was gonna go to steeres you mongoloid,hateful,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
505,@user u sick spic scum,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,individual
506,Y\u2019all can\u2019t be friends because you harass her and call her a spic but go ahead and flex for Twitter boo \ud83d\ude09 @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,special_needs
507,What a cunt. \ud83d\ude21\ud83d\ude21 No need at all. @URL,offensive_disrespectful,indirect,anger_fear_indifference_sadness_disgust,other,women
508,LMFAOO say Lyn luk like dyke,offensive_hateful,indirect,anger_fear_indifference_sadness_disgust,sexual_orientation,immigrants
509,@user @user I've binned tinder off. Fed up of mongy women matching then loosing their voices... \ud83d\ude44,offensive_hateful,indirect,anger_fear_indifference_sadness_disgust,disability,women
510,in the beningging assert your dominance ching chong 100 boundaries,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,other
511,@user Photo ID is not voter suppression... It's quite a basic standard throughout the world... Unless USA is a \shithole country\?,hateful_disrespectful,indirect,anger_fear_indifference_sadness_disgust,origin,other
512,@user @user @user Plz stop singing vaishanav zana bla bla bla if mongol warlord Genghis khan can\u2026 @URL,offensive,indirect,sadness_indifference,origin,other
513,You\u2019re a retard Spooky Willy,offensive,indirect,sadness_indifference,disability,special_needs
514,To people who say “immigrants need go back to your country” it’s not always that fucking easy. In some people’s ca… @URL,offensive,indirect,indifference_disgust,origin,individual
515,@user so wear one retard,offensive_hateful,direct,anger_disgust,disability,special_needs
516,Lmao youre a faggot pussy if you pluggin girls hella fat just cuz they cute,offensive_disrespectful,indirect,anger_disgust,sexual_orientation,women
517,@user @user @user ching chong ling ling,offensive,indirect,anger_disgust,origin,asians
518,Wow @user is a fucking retard @URL,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
519,@user There is no way to reason or come to terms with these #AntiWhite political correctness retards. It is\u2026 @URL,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
520,@user true! theyll go ching chong ching chong like its even funny making fun of people name la apa la god pls no :'),offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,asians
521,I actually love his mongy mackem face @URL,offensive,indirect,confusion_sadness_shock_indifference_disgust,other,other
522,I sometimes find it crazy how we\u2019re just a tiny spic of dust out of the whole universe,fearful_offensive_hateful_disrespectful_normal,indirect,confusion_sadness_shock_indifference_disgust,origin,other
523,Same man: oh stop being such a feminazi,offensive,indirect,confusion_sadness_shock_indifference_disgust,gender,women
524,I think Mourinho'a a bit of a cunt but hats off to him for meeting these boys. Thai cave boys meet Manches\u2026 @URL,offensive,direct,confusion_sadness_shock_indifference_disgust,sexual_orientation,women
525,can\u2019t believe she said faggot and the n word and everyone was like ^____^,fearful_offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,individual
526,Torba is exactly the kind of autistic retard who would make a thinly veiled brag tweet about how many hits his webs\u2026 @URL,normal,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
527,Well they have a job their job is being an activist and an ally to immigrants and the LGBTQ community...,normal,indirect,confusion_sadness_shock_indifference_disgust,origin,individual
528,The kid begged for his life \No please don't kill me. I'll do anything. I'm sorry I called you a spic and you a\u2026 @URL,fearful_disrespectful,indirect,confusion_sadness_shock_indifference_disgust,origin,hispanics
529,@user Big sleepy twat \ud83d\udc96,hateful,indirect,confusion_sadness_shock_indifference_disgust,gender,women
530,They want to raise taxes take guns let illegal aliens into the country and kill unborn children.,normal,indirect,confusion_sadness_shock_indifference_disgust,origin,other
531,@user @user @user cringe still stealing other peoples vernacular unoriginal faggot,hateful,indirect,confusion_sadness_shock_indifference_disgust,sexual_orientation,other
532,@user @user You ching chong wing kong mofucka!!,offensive,direct,confusion_sadness_shock_indifference_disgust,origin,asians
533,For a mass murdering mongoloid I've always done pretty well with the ladies. They always comment on my bedroom ey\u2026 @URL,offensive,indirect,fear_indifference,gender,women
534,if she doesn't stream men then she doesn't who asked for your opinion cunt @URL,fearful_hateful,indirect,fear_indifference,gender,other
535,Inserjit..... aka my uber driver.... ur a fat cunt suck my clit,offensive,indirect,fear_indifference,gender,women
536,leitung is a literal fucking retard the only people who follow him either hate every popular thing or just follow h\u2026 @URL,fearful_offensive_disrespectful_hateful_normal,indirect,anger_confusion,disability,special_needs
537,@user @user @user Since when is a chinaman white? What have you been smoking?,offensive_hateful,indirect,anger_confusion,origin,other
538,In general this guy committed an act that will hurt his cause more than help it. The total futility of retard rage\u2026 @URL,offensive,indirect,anger_confusion,disability,special_needs
539,@user @user @user Some countries are more civilised than others lolhave you seen what a shithole\u2026 @URL,offensive,indirect,anger_confusion,origin,other
540,Wealthy would-be immigrants told to lie about their assets intentions — even their identity | CBC News @URL,offensive,indirect,anger_confusion,origin,special_needs
541,\ud83e\udd24\ud83c\udf4f it\u2019s time de ficar mongol @URL,normal,indirect,anger_confusion,origin,other
542,I escaped the hans but got kidnapped by the mongol again \n#ohno,normal,indirect,anger_confusion_sadness_indifference_disgust,other,special_needs
543,Zarco you twat,offensive,indirect,anger_confusion_sadness_indifference_disgust,other,women
544,follow back retard @user,hateful,indirect,anger_fear_shock_sadness,disability,special_needs
545,Guess them folks in 3rd world (dare is shithole) countries are out of luck huh? @URL,offensive,indirect,anger_fear_shock_sadness,origin,other
546,The chinamen's version of bigfoot is an exiled albino mongoloid with club feet and big hairy thumbs whom roams th\u2026 @URL,offensive,indirect,anger_fear_shock_sadness,origin,other
547,@user @user @user @user libtarded faggot,offensive,indirect,anger_fear_shock_sadness,sexual_orientation,gay
548,@user @user @user @user I didn't say retard did I?,disrespectful_normal,indirect,indifference_disgust,disability,special_needs
549,@user Oh No! A leftist feminazi threatens not to vote for a Republican! Just spitballing here but I'm pre… @URL,normal,indirect,indifference_disgust,gender,special_needs
550,are people still using ching chong as an insult to asians lmfao y'all look stupid,hateful,indirect,indifference_disgust,origin,individual
551,@user \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\nYou must always think of your country the same way I do about the Swedish shithole.,offensive,indirect,indifference_disgust,origin,other
552,Free shit? Explain. @user wait you said you happily let racist white people call you a wetback and a spic. T\u2026 @URL,offensive,indirect,indifference_disgust,religion,individual
553,@user Yeah what a faggot!,hateful,indirect,indifference_disgust,sexual_orientation,other
554,lanie posted im single im a dyke god is good get ready for my shitposts hey lanie i hope u still have my notifs on ily,offensive_hateful,indirect,indifference_disgust,sexual_orientation,gay
555,@user @user @user @user Both Democrat strongholds and essentially shithole countries all their own.,offensive_disrespectful,indirect,indifference_disgust,origin,left_wing_people
556,@user I wouldn't be. Because: I'm a faggot. I like dick. Is that so hard?\nYou are dancing around what I sa\u2026 @URL,hateful,indirect,indifference_disgust,origin,gay
557,@user @user You must me a faggot,offensive_disrespectful,indirect,indifference_disgust,sexual_orientation,special_needs
558,@user @user dirtiest chinaman criminal lee hsien loong inciting racial hatred when his malaysian\u2026 @URL,offensive_hateful,indirect,anger_disgust,origin,other
559,Any country that needs armed guards in Temples and Churches &amp; proposes arming its teachers is a shithole country no\u2026 @URL,offensive,indirect,anger_disgust,origin,other
560,Old outdated I have to say retarded GOP Mentality paranoid ideas brainwashed citizens if the Americans were visce\u2026 @URL,hateful,indirect,anger_disgust,disability,special_needs
561,@user @user @user What a fucking retard NPC. 97/3? No poll showed that only odds calculation\u2026 @URL,offensive,indirect,anger_disgust,disability,special_needs
562,Mourinho is a self-centred twat,fearful,indirect,anger_disgust,other,individual
563,When a once relatively respected &amp; trusted country is turned into a total shithole we need a larger more populate\u2026 @URL,normal,indirect,confusion_indifference,origin,other
564,@user @user Happy bday mongoloid,offensive,indirect,confusion_shock_indifference_disgust,origin,other
565,I can't wait to boo the theme tune later lads it's what the big European nights are all about! If you're mongy as fuck that is,offensive_normal,indirect,anger_fear_shock_sadness_disgust,origin,other
566,@user True. Christians may be our retarded cousins but still in the family nevertheless.,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_fear_shock_sadness_disgust,religion,special_needs
567,@user Wrong game retard,offensive,direct,anger_fear_shock_sadness_disgust,disability,special_needs
568,@user That\u2019d be a good one if we went to same school mongy\ud83d\ude02\ud83d\ude02\ud83d\ude02,offensive,indirect,anger_fear_shock_sadness_disgust,other,other
569,@user \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude2b boy you bout retarded,offensive,direct,anger_fear_shock_sadness_disgust,other,special_needs
570,Fucking hell some of the monsters on Boro Fan TV are frightening. Deffo something in the water up there inbred smoggy mongy wankers,hateful,indirect,sadness_disgust,other,special_needs
571,@user @user @user Same day as mongy mels . Has he told you what the derby way is yet \ud83d\ude4a\ud83e\udd23\ud83e\udd23 3 cups that\u2019s what,offensive,indirect,sadness_disgust,origin,left_wing_people
572,Steve is such a little cunt #TheHauntingOfHillHouse,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_sadness,gender,individual
573,@user @user They let me down when they stopped selling spic nuggets,offensive,indirect,anger_sadness,origin,other
574,shithole countries @URL,offensive,indirect,sadness_indifference,origin,other
575,@user Z FACTS of non-Eritreans disguised as Eritrean refugees echo from coast to coast in z H of A Europe… @URL,offensive_hateful,indirect,sadness_disgust,origin,refugees
576,a reminder that Kelly Rowland can (and did!) say faggot @URL,offensive_normal,indirect,indifference_disgust,sexual_orientation,gay
577,@user English is a soup taker,normal,indirect,indifference_disgust,origin,other
578,You’re still a nigger @URL,offensive,direct,anger_disgust,origin,jews
579,@user Everyone is a faggot,offensive,indirect,anger_indifference,sexual_orientation,individual
580,Laughing while clapping like retard seal. Thats me,fearful_abusive_offensive_disrespectful_normal,indirect,confusion_fear_shock_sadness_disgust,disability,special_needs
581,@user you\u2019re a cunt.,normal,indirect,confusion_fear_shock_sadness_disgust,origin,women
582,Drunk texters retarded lol,normal,indirect,confusion_fear_shock_sadness_disgust,disability,refugees
583,No because you\u2019ll get it banned you cunt @URL,offensive,indirect,anger_indifference,gender,women
584,@user Go to your dance retard,offensive,indirect,fear_shock,disability,special_needs
585,- SMH People still saying “nigger” in 2018? What is this the 60’s? @URL,offensive,indirect,anger_confusion_fear_shock_disgust,origin,african_descent
586,@user @user He a whole faggot,offensive,direct,anger_confusion_fear_shock_disgust,sexual_orientation,gay
587,@user @user @user @user @user This ^^^ I was called a dog-eater had ching chong yelle… @URL,offensive_hateful,indirect,anger_confusion_fear_shock_disgust,origin,individual
588,@user @user @user Warner's a twat. Orchestrated media stunt. The Warners are the Australian\u2026 @URL,normal,indirect,anger_confusion_fear_shock_disgust,other,women
589,maybe it that jennie anti hacker did this they wouldnt be a fat bitter cunt @URL,fearful_abusive_hateful_disrespectful_normal,indirect,anger_confusion_fear_shock_disgust,origin,women
590,Who tf voted crunch over skittles?? It\u2019s spook season not mongoloid season @URL,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other
591,@user beautiful dyke \ud83c\udf69,disrespectful_normal,indirect,anger_confusion_fear_shock_disgust,sexual_orientation,gay
592,The \u2018Birmingham\u2019 accent people associate is from Dudley/ rest of Black Country. The shithole of West Midlands. Givi\u2026 @URL,fearful_abusive_offensive_hateful_disrespectful,indirect,sadness_disgust,origin,other
593,@user Did you go to work nigger?,offensive,indirect,sadness_disgust,origin,women
594,What's known about the #PittsburghShooting is that the guy was an absolute racist twat that doesn't deserve the air\u2026 @URL,fearful_abusive_offensive_hateful_normal,indirect,sadness_disgust,origin,women
595,@user @user are you retarded i was just with skism foh ty for the cash stoopid,offensive_normal,indirect,sadness_disgust,origin,special_needs
596,Already back in the 80s scientists warned us that there would be a huge #INVASION from \shithole\ countries into t\u2026 @URL,offensive,indirect,sadness_disgust,origin,special_needs
597,\Hits it like an arrow moved in the air\ another belter from Keown even though an arrow goes straight the big mongy ugly cunt.,normal,indirect,sadness_disgust,disability,women
598,@user @user Nd my name ain't jamar retard,offensive,indirect,sadness_disgust,disability,special_needs
599,@user @user Lmaoooo \the armo spic\,offensive_hateful,indirect,anger_disgust,origin,other
600,@user @user Going full mongol,abusive_offensive_disrespectful_hateful_normal,direct,anger_disgust,origin,special_needs
601,women who support sexual predators in power are the cunt-mascots of our oppression.,offensive_hateful,indirect,anger_shock,gender,women
602,@user @user Trump\u2019s comments about shithole countries his overgeneralization of Mexicans Musli\u2026 @URL,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,other
603,@user @user Listen you asiactic mongol eastern euro trash you would\nNever say any of this to my fa\u2026 @URL,hateful,direct,confusion_sadness_shock_indifference_disgust,origin,other
604,@user Devious dangerous narcissistic autocratic slimy little twat.,normal,indirect,sadness_shock,gender,individual
605,if you texted me and i didn’t text you back text me again my responses are on NPT (nigger people time),normal,indirect,confusion_sadness_shock_indifference_disgust,origin,muslims
606,Imad Wasim has the audacity to do a CR7 celebration. What an irredeemable twat.,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,women
607,@user - virtue signaling retard who comprehend the term intent @URL,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
608,@user LMAO you’re so dramatic ...RELAX *in your voice nigger*,abusive_offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,african_descent
609,@user yes retard,offensive,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs
610,\u201c@user Noted douchebag spic of questionable immigration status Manny fawkin\u2019 Machado was stealin\u2019 sig\u2026 @URL,offensive,direct,confusion_sadness_shock_indifference_disgust,origin,special_needs
611,Picked Liam up being a good mate n all that and the dirty little gremlin cunt has thrown up all over the car,offensive,indirect,anger_fear,gender,left_wing_people
612,@user I king mongoloid will do my best to put these monkeys to rest.,fearful_abusive_hateful_disrespectful_normal,indirect,sadness_disgust,disability,other
613,It's time we claw our country back.\n\nOr left to the deep state we will look like #shithole #Europe\n\n#MAGA\n\n@URL,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,other
614,The only worse thing than having a faggot coming after you is having a social fascist coming after you demanding to\u2026 @URL,offensive_disrespectful,indirect,sadness_disgust,other,refugees
615,The issue of refugees must be resolved 7 years ago by way of wise policies in countries such as Libya Syria Yemen… @URL,normal,indirect,sadness_disgust,origin,refugees
616,Choke on that one Fitzsimmons you cunt\n@URL,offensive,indirect,sadness_disgust,gender,women
617,botherations nigger?,offensive,indirect,sadness_disgust,origin,muslims
618,Report this cunt as well just read through his account from last night gross @URL,offensive,indirect,shock_indifference,other,refugees
619,cynical abhorrent cunt,offensive,indirect,shock_indifference,other,women
620,@user @user @user @user Wtf does that even mean? Muslims refugees... in Europe... ar… @URL,offensive,indirect,shock_indifference,religion,refugees
621,@user ching chong ling long chow mein,abusive_disrespectful,indirect,shock_indifference,origin,special_needs
622,\ud83d\udcf7 groupforsissiesandfaggots: another sissy faggot crave attention\u2026\u00a0 @user ready for suck big... @URL,offensive,indirect,shock_indifference,sexual_orientation,gay
623,i got a asian bitch she be like ching chong,fearful_abusive_hateful_disrespectful_normal,indirect,shock_indifference,origin,individual
624,@user Dude is still a twat waffle,offensive,indirect,shock_indifference,gender,women
625,Love is...\n\nSometimes I\u2019m into you\nSometimes I\u2019m not. \nSometimes you\u2019re adorable\nSometimes you\u2019re a twat. \nSometi\u2026 @URL,offensive,indirect,shock_indifference,other,other
626,@user Well Demi you have got yourself a nigger. Say no more. Ima grab a little coke and ima have to come see what it’s like.,offensive,indirect,shock_indifference,origin,african_descent
627,@user The article doesn't really say anything about spic's,offensive,indirect,shock_disgust,origin,individual
628,I hate when people ask me to socialize like why are u so fucking rude? Have I ever asked you to stop breathing you faggot piece of shit?!,offensive_hateful,indirect,shock_disgust,sexual_orientation,hispanics
629,This cunt is everything from weird to disgusting. @URL,abusive_offensive,indirect,shock_disgust,other,other
630,You stupid motherfucker he can spot dodge because he\u2019s a special paramecia are you retarded. \n\nIf he wasn\u2019t a speci\u2026 @URL,offensive,indirect,shock_disgust,disability,special_needs
631,You can\u2019t say the N word UNLESS you\u2019re black. You can\u2019t use faggot UNLESS you\u2019re gay. Minority groups are allowed t\u2026 @URL,offensive,indirect,shock_disgust,other,other
632,@user I\u2019m tryina eat that a twat taco.,offensive,indirect,shock_disgust,gender,women
633,@user Benitez is a useless cunt,fearful_abusive_offensive_hateful_disrespectful,direct,fear_disgust,gender,women
634,wow I love hearing straight bois shout faggot in my apartment complex :),offensive,indirect,sadness_disgust,sexual_orientation,gay
635,@user @user @user @user 1st world #shithole...this is what happens when the #DemocratNaziParty i\u2026 @URL,hateful,indirect,sadness_disgust,origin,other
636,Mark nobles a cunt isnt he #WestHamUtd,offensive,indirect,sadness_disgust,gender,women
637,Trump is famous for his insults. \shithole countries\ \failing\ \fake news\ \evil democrats\ \criminal immigran\u2026 @URL,normal,indirect,anger_sadness_indifference_disgust,other,other
638,\Banter\ the codeword of the cunt.,hateful_normal,indirect,anger_sadness_shock_indifference_disgust,origin,women
639,@user @user @user Where have you found the time to knock this profile up? Small Heath mongoloid. Get a job.,offensive,direct,anger_sadness_shock_indifference_disgust,origin,special_needs
640,@user the absolute mad cunt,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women
641,honesty though just imagine this image. Some faggot. Some dumb ass cuck talking up your girl. or at least what you\u2026 @URL,fearful_hateful,indirect,confusion_disgust,sexual_orientation,other
642,But ya sure - Africa's full of 'shithole countries'... @URL,offensive,indirect,anger_fear_shock_sadness_disgust,origin,left_wing_people
643,Spasctic martial changin is acownt bercuz hes a sad raghead poof @URL,fearful_abusive_offensive_hateful_disrespectful,indirect,confusion_disgust,origin,individual
644,Now remember why I don\u2019t go out in Weymouth anymore. Everyone\u2019s a cunt !,offensive,indirect,confusion_disgust,origin,other
645,what the fuck is an okacamera what the fuck are you retarded,abusive_hateful,indirect,confusion_disgust,other,special_needs
646,@user @user @user @user I'm a spic and I voted for Trump! #LatinoswithTrump #WalkAway from the Democrat Plantation,offensive,indirect,sadness_disgust,origin,other
647,Y’all see that new Papa Johns commercial they tryna make you forgot about the founder saying nigger @user,fearful_offensive_hateful_disrespectful_normal,indirect,anger_sadness,origin,other
648,@user You fucking what? I love you Jake shame your a twat!,offensive,indirect,anger_sadness,sexual_orientation,special_needs
649,@user @user @user Wasn\u2019t you one who wanted mongy Mel Morris to sell up? Suppose he\u2019s the main man\u2026 @URL,abusive_offensive_hateful_disrespectful_normal,indirect,anger_sadness,origin,special_needs
650,i'm good at being a faggot,fearful_hateful,indirect,sadness_indifference,sexual_orientation,individual
651,Can't the EU tighten up immigration laws...prevent immigration from shithole countries like the USA whilst they ha\u2026 @URL,abusive_hateful,indirect,sadness_indifference,origin,other
652,shush nigger @URL,abusive_offensive_hateful_disrespectful_normal,direct,confusion_sadness_shock_indifference_disgust,origin,other
653,First class mongy cunt me when I think back to decisions I've made in the past,abusive_hateful,indirect,confusion_sadness_shock_indifference_disgust,origin,women
654,@user i ate mine haha get it cus ching chong,abusive_normal,direct,shock_indifference,origin,muslims
655,@user @user @user @user Where are the Seljuks? The mongol granddaddies you are so proud ex\u2026 @URL,offensive,indirect,shock_indifference,origin,individual
656,@user @user @user You seem to be a twat waffle @user comparing people sharing their\u2026 @URL,offensive,direct,shock_indifference,other,left_wing_people
657,@user You fucking cunt I told you,offensive,direct,shock_indifference,other,women
658,@user @user Then why come here to change America into the shithole country they are fleeing from? May\u2026 @URL,disrespectful_hateful,indirect,shock_indifference,origin,immigrants
659,@user If nothing else the way he casually throws the word retard around as an insult proves what a disgust\u2026 @URL,abusive_disrespectful,indirect,shock_indifference,disability,special_needs
660,i love luna she\u2019s the best seokjinnator and best minhyuknator and the superior sagittarius spic @URL,fearful_abusive_offensive_disrespectful_normal,indirect,shock_indifference,origin,special_needs
661,Fucking retarded ass people man,offensive,indirect,shock_indifference,disability,special_needs
662,cunt seen a tweet by \u2018GuardianMemeWin\u2019 n still didny click on. tears streamin doon his face starts destroyin aw hi\u2026 @URL,offensive,indirect,confusion_shock_disgust_anger_fear_indifference,gender,women
663,Ah sothe Black chinaman we everywhere @URL,fearful_abusive_offensive_hateful_disrespectful,indirect,shock_indifference,origin,other
664,@user well say faggot already then,disrespectful_normal,indirect,anger_confusion_sadness_indifference_disgust,origin,other
665,@user smith looks like sid from ice age\nhe has that retarded strength im with him,offensive,indirect,shock_indifference,disability,special_needs
666,@user did you see the ferocity of the flames you twat. there is indentification informing next of kin..\u2026 @URL,normal,indirect,fear_shock_indifference_sadness_disgust,gender,women
667,@user No negro pls. U know u negro one. Sry,fearful_abusive_hateful_disrespectful_normal,indirect,indifference_disgust,origin,women
668,@user FOD!!!!!! \ud83d\ude28 and second twat left it too!,abusive_offensive,direct,indifference_disgust,gender,women
669,@user Jackson dont tweet about weed you're a faggot it ruins lives and its terrible for you and you're gay and i drinking is cool,offensive,direct,anger_fear,origin,gay
670,@user But he didn\u2019t call them criminals and rapist! What about where he says they are from shithole countries? I\u2019m confused.,offensive,indirect,anger_fear,origin,refugees
671,A/B honor roll all Fs you retarded,offensive,indirect,anger_fear,disability,special_needs
672,When your Twitter account gets put on hold because you call a racist a cunt cmon twitter,offensive,indirect,anger_shock,gender,women
673,F-you dipshit. Atleast she apologizes. Isnt that enough for a low self esteem cunt like you\n\nAgain. I'm sorry cat.\u2026 @URL,hateful,indirect,anger_disgust,other,other
674,@user Stick in your twat your dad is responsible for violence he promotes it so phony 1st daughter eat a bowl of dicks.,offensive_hateful,indirect,anger_disgust,other,individual
675,ching chong chinamen sittin on a fence,offensive,indirect,anger_disgust,origin,hispanics
676,You\u2019re going to try and come for a faggot? Your ged education will not be helpful. I\u2019ll read all of you so quick it\u2019s not funny,offensive_hateful,indirect,anger_disgust,sexual_orientation,individual
677,the dyke energy mary louise parker had in red sparrow was really sexy @URL,offensive,indirect,anger_disgust,origin,women
678,In the moviereal woman have curves Ana represents the new ideas and beliefs that children of immigrants have bu… @URL,normal,indirect,anger_sadness_shock_indifference_disgust,origin,immigrants
679,@user Gebby I miss you too\ud83d\ude2d mongol japon ka?\ud83d\ude02,abusive_normal,indirect,confusion_sadness,disability,other
680,What an absolute cunt of a human being @URL,offensive,indirect,anger_disgust,disability,special_needs
681,Just had two people in the street walk past me and chorus “chink ching chong” or some other limp dick racism. Extre… @URL,offensive,indirect,anger_disgust,origin,asians
682,Imagine being that much of a wet cunt you get offended by a cartoon character @URL,offensive_normal,indirect,anger_confusion_sadness_indifference_disgust,gender,women
683,@user @user ching chong wong wing bong?,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other
684,@user @user @user Danny\u2019s a chinaman,offensive_disrespectful,indirect,sadness_indifference,origin,asians
685,@user The irony of Trump calling other countries \u201cshithole countries\u201d never ceases to amuse me.,normal,indirect,sadness_indifference,origin,other
686,@user who\u2019s retarded ass do i have to kick,offensive_hateful,indirect,sadness_indifference,disability,special_needs
687,Someone remove mongy Jude from Corrie he makes me wanna smash my telly up \ud83d\ude43\ud83d\ude43\ud83d\ude43,normal,indirect,sadness_indifference,disability,other
688,@user @user Norwegians know which country is the shithole country.,offensive_disrespectful,indirect,sadness_indifference,origin,other
689,@user @user @user Our country is now being run like Zimbabwe or done other shithole African state,normal,indirect,sadness_indifference,origin,other
690,@user Totally agree.. a green card islamic with maybe several wives between here and camel land. A muzzie bro\u2026 @URL,offensive,indirect,sadness_indifference,religion,other
